,location,total_sqft,bath,price,bhk
3922,Kambipura,883.0,2.0,44.0,2.0
3923,Kambipura,883.0,2.0,37.0,2.0
3926,Kambipura,883.0,2.0,39.0,2.0
3927,Kambipura,883.0,2.0,37.01,2.0
3928,Kambipura,883.0,2.0,39.0,2.0
3929,Kambipura,883.0,2.0,45.0,2.0
3930,Kambipura,883.0,2.0,39.0,2.0
3931,Kambipura,1082.0,2.0,55.0,3.0
3932,Kammanahalli,2845.0,5.0,140.0,5.0
3933,Kammanahalli,1666.0,4.0,150.0,5.0
3934,Kammanahalli,700.0,1.0,59.0,1.0
3935,Kammanahalli,1200.0,2.0,80.0,2.0
3936,Kammanahalli,1100.0,2.0,60.0,2.0
3937,Kammanahalli,1200.0,1.0,81.0,2.0
3938,Kammanahalli,2900.0,4.0,200.0,4.0
3939,Kammanahalli,1200.0,3.0,80.0,2.0
3940,Kammasandra,1595.0,3.0,65.0,3.0
3941,Kammasandra,810.0,2.0,24.5,2.0
3942,Kammasandra,674.0,2.0,29.0,2.0
3943,Kammasandra,912.0,2.0,39.0,3.0
3944,Kammasandra,1156.0,2.0,32.0,2.0
3945,Kammasandra,870.0,2.0,24.0,2.0
3946,Kammasandra,990.0,2.0,31.5,2.0
3948,Kammasandra,930.0,2.0,25.0,2.0
3949,Kammasandra,992.0,2.0,25.79,2.0
3950,Kammasandra,1030.0,1.0,25.75,2.0
3952,Kammasandra,1015.0,2.0,37.0,2.0
3954,Kammasandra,1080.0,2.0,31.99,2.0
3955,Kammasandra,1415.0,2.0,60.0,2.0
3956,Kammasandra,1057.0,2.0,35.0,2.0
3957,Kammasandra,982.0,2.0,25.53,2.0
3958,Kammasandra,1500.0,3.0,65.0,3.0
3959,Kammasandra,985.0,2.0,40.5,2.0
3960,Kammasandra,940.0,2.0,35.0,2.0
3962,Kammasandra,610.0,1.0,18.5,1.0
3963,Kanakapura,1419.0,3.0,75.0,3.0
3964,Kanakapura,711.0,1.0,36.0,1.0
3965,Kanakapura,711.0,1.0,38.0,1.0
3966,Kanakapura,929.0,2.0,46.0,2.0
3967,Kanakapura,551.0,1.0,30.0,1.0
3968,Kanakapura,1020.0,2.0,42.83,2.0
3969,Kanakapura,1699.0,3.0,97.0,3.0
3970,Kanakapura,1130.0,2.0,45.2,2.0
3971,Kanakapura,1476.0,3.0,75.0,3.0
3972,Kanakapura,1295.0,2.0,64.0,2.0
3973,Kanakapura,1160.0,2.0,46.39,2.0
3974,Kanakapura,1277.0,2.0,55.0,2.0
3975,Kanakapura,1151.0,2.0,59.0,2.0
3976,Kanakapura,945.0,2.0,47.0,2.0
3977,Kanakapura,1254.0,2.0,70.0,3.0
3978,Kanakapura,2200.0,3.0,121.0,3.0
3979,Kanakapura,1340.0,2.0,65.0,2.0
3981,Kanakapura,1450.0,3.0,75.0,3.0
3982,Kanakapura,1130.0,2.0,45.2,2.0
3983,Kanakapura,1283.0,2.0,68.0,2.0
3984,Kanakapura,2130.0,4.0,120.0,4.0
3986,Kanakapura,938.0,1.0,50.0,1.0
3987,Kanakapura,1489.0,2.0,70.0,3.0
3988,Kanakapura,1477.0,2.0,69.5,3.0
3990,Kanakpura Road,1665.0,3.0,88.0,3.0
3991,Kanakpura Road,950.0,2.0,57.0,2.0
3992,Kanakpura Road,2250.0,4.0,110.0,4.0
3994,Kanakpura Road,525.0,1.0,26.0,1.0
3996,Kanakpura Road,525.0,2.0,21.53,1.0
3999,Kanakpura Road,525.0,1.0,27.25,1.0
4000,Kanakpura Road,1100.0,2.0,58.0,3.0
4001,Kanakpura Road,525.0,1.0,30.0,1.0
4003,Kanakpura Road,1339.0,2.0,75.0,2.0
4004,Kanakpura Road,1100.0,3.0,58.0,3.0
4005,Kanakpura Road,525.0,1.0,26.0,1.0
4007,Kanakpura Road,1843.0,3.0,95.84,3.0
4008,Kanakpura Road,1290.0,2.0,74.0,2.0
4010,Kanakpura Road,1665.0,3.0,86.58,3.0
4012,Kanakpura Road,1542.0,2.0,85.0,3.0
4013,Kanakpura Road,1300.0,2.0,69.0,3.0
4019,Kanakpura Road,1495.0,2.0,90.0,2.0
4022,Kanakpura Road,1560.0,3.0,92.0,3.0
4024,Kanakpura Road,3500.0,6.0,225.0,4.0
4025,Kanakpura Road,1420.0,2.0,75.0,3.0
4032,Kanakpura Road,1843.0,3.0,95.84,3.0
4034,Kanakpura Road,1366.0,3.0,76.85,2.0
4036,Kanakpura Road,525.0,1.0,25.0,1.0
4038,Kanakpura Road,2265.0,3.0,136.0,3.0
4043,Kanakpura Road,2200.0,3.0,130.0,3.0
4044,Kanakpura Road,525.0,1.0,30.0,1.0
4046,Kanakpura Road,1051.0,2.0,56.74,2.0
4047,Kanakpura Road,525.0,1.0,30.0,1.0
4052,Kanakpura Road,1300.0,3.0,69.0,3.0
4053,Kanakpura Road,700.0,2.0,40.0,2.0
4054,Kanakpura Road,1700.0,3.0,88.0,3.0
4057,Kanakpura Road,2775.0,3.0,165.0,4.0
4058,Kanakpura Road,1900.0,3.0,99.0,3.0
4059,Kanakpura Road,1290.0,2.0,80.0,2.0
4064,Kanakpura Road,1868.0,3.0,113.0,3.0
4066,Kanakpura Road,1366.0,2.0,83.0,2.0
4067,Kanakpura Road,700.0,2.0,40.0,2.0
4069,Kanakpura Road,1339.0,2.0,71.5,2.0
4071,Kanakpura Road,670.0,1.0,35.0,1.0
4078,Kanakpura Road,525.0,1.0,30.0,1.0
4081,Kanakpura Road,1498.0,3.0,95.0,3.0
4082,Kanakpura Road,525.0,2.0,27.0,1.0
4083,Kanakpura Road,1665.0,3.0,86.91,3.0
4084,Kanakpura Road,1665.0,3.0,86.58,3.0
4085,Kanakpura Road,712.0,1.0,38.44,1.0
4089,Kanakpura Road,1507.0,2.0,95.0,3.0
4093,Kanakpura Road,1339.0,2.0,85.0,2.0
4094,Kanakpura Road,525.0,1.0,27.0,1.0
4095,Kanakpura Road,525.0,1.0,27.5,1.0
4096,Kanakpura Road,525.0,1.0,26.25,1.0
4098,Kanakpura Road,525.0,1.0,26.0,1.0
4099,Kanakpura Road,1050.0,2.0,59.0,3.0
4100,Kanakpura Road,1600.0,3.0,90.0,3.0
4101,Kanakpura Road,525.0,2.0,29.25,1.0
4105,Kanakpura Road,1100.0,3.0,56.57,3.0
4108,Kanakpura Road,1843.0,3.0,96.2,3.0
4112,Kanakpura Road,1240.0,2.0,65.0,2.0
4116,Kanakpura Road,700.0,2.0,41.0,2.0
4120,Kanakpura Road,700.0,1.0,41.0,2.0
4122,Kanakpura Road,1100.0,3.0,58.0,3.0
4123,Kanakpura Road,1140.0,2.0,65.0,2.0
4125,Kanakpura Road,700.0,2.0,40.0,2.0
4128,Kanakpura Road,525.0,1.0,26.01,1.0
4131,Kanakpura Road,1322.0,2.0,70.0,2.0
4132,Kanakpura Road,1698.0,2.0,105.0,2.0
4133,Kanakpura Road,1300.0,3.0,69.0,3.0
4134,Kanakpura Road,1300.0,3.0,69.0,3.0
4136,Kanakpura Road,1167.0,2.0,63.0,2.0
4140,Kanakpura Road,1300.0,3.0,69.0,3.0
4145,Kanakpura Road,1430.0,2.0,78.0,2.0
4149,Kanakpura Road,525.0,2.0,27.0,1.0
4151,Kanakpura Road,1100.0,3.0,58.0,3.0
4156,Kanakpura Road,1300.0,2.0,69.0,3.0
4157,Kanakpura Road,2000.0,3.0,105.0,3.0
4158,Kanakpura Road,1200.0,2.0,62.0,2.0
4160,Kanakpura Road,1843.0,3.0,95.0,3.0
4164,Kanakpura Road,850.0,1.0,37.32,1.0
4166,Kanakpura Road,525.0,1.0,30.0,1.0
4167,Kanakpura Road,1938.0,3.0,105.0,3.0
4168,Kanakpura Road,1843.0,3.0,96.2,3.0
4169,Kanakpura Road,525.0,1.0,26.0,1.0
4174,Kanakpura Road,1622.0,3.0,95.0,3.0
4179,Kannamangala,957.0,2.0,58.0,2.0
4180,Kannamangala,957.0,2.0,56.0,2.0
4181,Kannamangala,3000.0,4.0,200.0,4.0
4182,Kannamangala,1536.0,3.0,89.0,3.0
4183,Kannamangala,2400.0,4.0,130.0,4.0
4184,Kannamangala,1574.0,3.0,93.34,3.0
4185,Kannamangala,957.0,2.0,52.5,2.0
4186,Kannamangala,1536.0,3.0,104.0,3.0
4187,Kannamangala,957.0,2.0,54.5,2.0
4188,Kannamangala,2422.0,4.0,135.0,4.0
4189,Kannamangala,957.0,2.0,55.0,2.0
4190,Kannamangala,957.0,2.0,56.0,2.0
4191,Karuna Nagar,2500.0,3.0,180.0,3.0
4192,Karuna Nagar,2500.0,3.0,190.0,3.0
4193,Karuna Nagar,1962.0,3.0,175.0,3.0
4194,Karuna Nagar,1057.0,2.0,65.0,2.0
4195,Karuna Nagar,1354.0,2.0,98.0,3.0
4196,Karuna Nagar,1945.0,3.0,115.0,3.0
4197,Karuna Nagar,1960.0,3.0,165.0,3.0
4198,Kasavanhalli,1060.0,2.0,58.06,2.0
4199,Kasavanhalli,1563.05,3.0,105.0,3.0
4200,Kasavanhalli,1717.0,3.0,99.0,3.0
4202,Kasavanhalli,3260.0,4.0,240.0,4.0
4203,Kasavanhalli,1349.0,2.0,78.0,2.0
4204,Kasavanhalli,1121.0,2.0,78.0,2.0
4205,Kasavanhalli,1100.0,2.0,50.0,2.0
4207,Kasavanhalli,1200.0,2.0,78.0,2.0
4210,Kasavanhalli,1476.0,3.0,89.0,3.0
4212,Kasavanhalli,1200.0,2.0,50.0,2.0
4213,Kasavanhalli,1719.0,3.0,116.0,3.0
4214,Kasavanhalli,1115.0,2.0,50.0,2.0
4215,Kasavanhalli,1125.0,2.0,61.2,2.0
4216,Kasavanhalli,2170.0,3.0,151.0,3.0
4219,Kasavanhalli,1476.0,3.0,95.0,3.0
4220,Kasavanhalli,1200.0,2.0,50.3,2.0
4222,Kasavanhalli,1787.0,3.0,123.0,3.0
4223,Kasavanhalli,1090.0,2.0,59.8,2.0
4224,Kasavanhalli,1691.0,3.0,104.0,3.0
4225,Kasavanhalli,4260.0,4.0,272.0,4.0
4226,Kasavanhalli,2111.0,4.0,120.0,3.0
4228,Kasavanhalli,950.0,2.0,39.0,2.0
4233,Kasavanhalli,770.0,1.0,43.82,1.0
4234,Kasavanhalli,1147.0,2.0,60.0,2.0
4235,Kasavanhalli,1375.0,2.0,72.0,2.0
4237,Kasavanhalli,1200.0,2.0,60.0,2.0
4238,Kasavanhalli,4260.0,4.0,333.0,4.0
4239,Kasavanhalli,1495.0,2.0,83.0,2.0
4240,Kasavanhalli,5000.0,2.0,400.0,2.0
4241,Kasavanhalli,4000.0,4.0,325.0,4.0
4243,Kasavanhalli,1917.0,3.0,132.0,3.0
4244,Kasavanhalli,1375.0,2.0,78.0,2.0
4245,Kasavanhalli,4408.0,4.0,344.0,4.0
4246,Kasavanhalli,1309.0,2.0,95.0,2.0
4247,Kasavanhalli,1476.0,3.0,105.0,3.0
4248,Kasavanhalli,1158.0,2.0,67.0,2.0
4249,Kasavanhalli,1214.0,2.0,67.0,2.0
4250,Kasavanhalli,2110.0,4.0,120.0,3.0
4251,Kasavanhalli,1495.0,2.0,110.0,2.0
4252,Kasavanhalli,1575.0,2.0,85.0,2.0
4253,Kasavanhalli,1069.0,2.0,55.0,2.0
4254,Kasavanhalli,1100.0,2.0,68.0,2.0
4255,Kasavanhalli,1715.0,3.0,112.0,3.0
4256,Kasavanhalli,1100.0,2.0,65.0,2.0
4257,Kasavanhalli,1230.0,2.0,66.25,2.0
4258,Kasavanhalli,1819.0,3.0,150.0,3.0
4261,Kasavanhalli,1585.0,2.0,90.0,2.0
4262,Kasavanhalli,1245.0,2.0,80.0,2.0
4263,Kasavanhalli,2035.0,3.0,142.0,3.0
4264,Kasavanhalli,1747.0,3.0,110.0,3.0
4265,Kasavanhalli,1377.0,2.0,80.0,2.0
4266,Kasavanhalli,1181.0,2.0,61.0,2.0
4267,Kasavanhalli,1121.0,2.0,75.0,2.0
4268,Kasturi Nagar,1925.0,3.0,125.0,3.0
4269,Kasturi Nagar,1567.0,2.0,92.0,2.0
4272,Kasturi Nagar,1080.0,2.0,80.0,2.0
4273,Kasturi Nagar,1101.0,2.0,65.0,2.0
4275,Kasturi Nagar,1896.0,3.0,125.0,4.0
4276,Kasturi Nagar,1100.0,2.0,58.0,2.0
4277,Kasturi Nagar,1570.0,3.0,110.0,3.0
4278,Kasturi Nagar,1000.0,2.0,58.0,2.0
4279,Kasturi Nagar,1101.0,2.0,66.0,2.0
4280,Kasturi Nagar,2507.0,4.0,155.0,4.0
4281,Kathriguppe,1400.0,2.0,77.0,3.0
4282,Kathriguppe,1250.0,2.0,68.75,3.0
4283,Kathriguppe,1245.0,2.0,68.48,3.0
4284,Kathriguppe,1350.0,2.0,87.01,3.0
4285,Kathriguppe,1350.0,2.0,80.99,3.0
4286,Kathriguppe,1365.0,2.0,75.08,3.0
4287,Kathriguppe,1300.0,3.0,77.99,3.0
4288,Kathriguppe,1350.0,2.0,80.99,3.0
4289,Kathriguppe,1390.0,2.0,76.45,3.0
4290,Kathriguppe,1350.0,3.0,78.3,3.0
4291,Kathriguppe,1250.0,2.0,68.75,3.0
4292,Kathriguppe,1300.0,3.0,77.99,3.0
4293,Kathriguppe,1335.0,2.0,73.43,3.0
4294,Kathriguppe,1300.0,3.0,77.99,3.0
4295,Kathriguppe,1300.0,3.0,77.99,3.0
4296,Kathriguppe,1335.0,2.0,73.43,3.0
4297,Kathriguppe,1350.0,3.0,80.99,3.0
4298,Kathriguppe,1250.0,2.0,68.75,2.0
4299,Kathriguppe,1350.0,3.0,80.99,3.0
4300,Kaval Byrasandra,1200.0,2.0,52.0,2.0
4301,Kaval Byrasandra,1020.0,2.0,52.0,2.0
4302,Kaval Byrasandra,1200.0,2.0,49.5,2.0
4303,Kaval Byrasandra,945.0,2.0,50.0,2.0
4304,Kaval Byrasandra,1060.0,2.0,45.0,2.0
4305,Kaval Byrasandra,1100.0,2.0,46.0,2.0
4306,Kaval Byrasandra,1185.0,2.0,49.0,2.0
4307,Kaval Byrasandra,997.0,2.0,53.0,2.0
4308,Kaval Byrasandra,1060.0,2.0,42.0,2.0
4309,Kaval Byrasandra,480.0,1.0,25.0,1.0
4310,Kaval Byrasandra,1125.0,2.0,41.5,2.0
4311,Kaval Byrasandra,1180.0,2.0,60.0,2.0
4312,Kaval Byrasandra,1450.0,3.0,75.0,3.0
4313,Kaval Byrasandra,1066.0,2.0,55.0,2.0
4314,Kaval Byrasandra,1025.0,2.0,60.0,2.0
4315,Kaval Byrasandra,1400.0,3.0,75.0,3.0
4316,Kenchenahalli,1015.0,2.0,58.0,2.0
4317,Kenchenahalli,715.0,1.0,45.0,1.0
4318,Kenchenahalli,1150.0,2.0,58.0,2.0
4319,Kenchenahalli,1280.0,2.0,69.0,3.0
4321,Kenchenahalli,870.0,1.0,45.0,2.0
4322,Kenchenahalli,1150.0,2.0,60.0,2.0
4323,Kenchenahalli,700.0,1.0,35.0,1.0
4324,Kenchenahalli,1060.0,2.0,52.0,2.0
4325,Kenchenahalli,1150.0,2.0,57.0,2.0
4326,Kenchenahalli,1720.0,3.0,100.0,3.0
4327,Kenchenahalli,1015.0,2.0,60.0,2.0
4329,Kengeri,750.0,2.0,38.0,2.0
4331,Kengeri,1197.0,2.0,50.0,2.0
4332,Kengeri,1200.0,2.0,58.0,2.0
4334,Kengeri,726.0,2.0,31.0,2.0
4336,Kengeri,1025.0,2.0,57.0,2.0
4338,Kengeri,1082.0,2.0,49.0,3.0
4341,Kengeri,750.0,2.0,36.0,2.0
4342,Kengeri,963.0,2.0,40.0,2.0
4344,Kengeri,726.0,2.0,35.0,2.0
4345,Kengeri,416.0,1.0,19.5,1.0
4346,Kengeri,900.0,2.0,45.0,2.0
4349,Kengeri,502.0,1.0,25.0,1.0
4351,Kengeri,1200.0,3.0,67.0,3.0
4352,Kengeri,725.0,2.0,30.0,2.0
4353,Kengeri,500.0,1.0,17.0,1.0
4354,Kengeri,540.0,1.0,22.5,1.0
4355,Kengeri,750.0,2.0,35.5,2.0
4356,Kengeri,1741.0,3.0,80.0,3.0
4358,Kengeri,1200.0,2.0,58.0,2.0
4361,Kengeri,750.0,2.0,36.5,2.0
4363,Kengeri,416.0,1.0,18.0,1.0
4365,Kengeri,883.0,2.0,49.0,2.0
4366,Kengeri,1052.0,2.0,51.0,2.0
4367,Kengeri,1220.0,2.0,63.0,2.0
4368,Kengeri,1150.0,1.0,52.0,1.0
4369,Kengeri,1192.0,2.0,53.5,2.0
4371,Kengeri,750.0,2.0,40.0,2.0
4372,Kengeri,1035.0,2.0,51.5,2.0
4373,Kengeri,3000.0,5.0,130.0,8.0
4374,Kengeri,410.0,1.0,15.0,1.0
4375,Kengeri,416.0,1.0,17.19,1.0
4378,Kengeri,2500.0,4.0,100.0,5.0
4379,Kengeri,550.0,1.0,16.75,1.0
4380,Kengeri Satellite Town,890.0,2.0,35.0,2.0
4381,Kengeri Satellite Town,883.0,2.0,45.0,2.0
4382,Kengeri Satellite Town,1415.0,2.0,66.0,3.0
4383,Kengeri Satellite Town,930.0,1.0,30.0,1.0
4384,Kengeri Satellite Town,1635.0,2.0,78.0,3.0
4385,Kengeri Satellite Town,1050.0,2.0,43.0,2.0
4386,Kengeri Satellite Town,1007.0,2.0,42.0,2.0
4387,Kengeri Satellite Town,635.0,1.0,22.0,2.0
4388,Kengeri Satellite Town,818.0,2.0,26.0,2.0
4389,Kengeri Satellite Town,1030.0,2.0,50.0,2.0
4390,Kengeri Satellite Town,1200.0,2.0,65.0,2.0
4391,Kengeri Satellite Town,795.0,2.0,32.0,2.0
4392,Kengeri Satellite Town,800.0,2.0,40.0,2.0
4393,Kengeri Satellite Town,654.0,1.0,22.0,1.0
4394,Kengeri Satellite Town,1060.0,2.0,42.0,2.0
4395,Kengeri Satellite Town,750.0,2.0,33.0,2.0
4396,Kengeri Satellite Town,920.0,2.0,39.0,2.0
4397,Kengeri Satellite Town,985.0,2.0,42.0,2.0
4398,Kengeri Satellite Town,410.0,1.0,15.0,1.0
4399,Kengeri Satellite Town,1120.0,2.0,49.0,2.0
4401,Kengeri Satellite Town,1110.0,2.0,43.0,2.0
4402,Kengeri Satellite Town,1170.0,2.0,50.0,2.0
4403,Kengeri Satellite Town,777.4,2.0,25.0,2.0
4404,Kengeri Satellite Town,800.0,2.0,32.0,2.0
4405,Kereguddadahalli,950.0,2.0,32.0,2.0
4406,Kereguddadahalli,1400.0,2.0,48.0,3.0
4407,Kereguddadahalli,800.0,2.0,28.0,2.0
4408,Kereguddadahalli,904.0,2.0,30.0,2.0
4410,Kereguddadahalli,1000.0,2.0,30.0,2.0
4411,Kereguddadahalli,1240.0,3.0,41.0,3.0
4412,Kereguddadahalli,600.0,1.0,19.5,1.0
4413,Kereguddadahalli,1080.0,2.0,32.0,2.0
4414,Kereguddadahalli,1000.0,2.0,34.0,2.0
4417,Kereguddadahalli,1015.0,2.0,35.0,2.0
4418,Kodichikkanahalli,1190.0,2.0,57.0,3.0
4419,Kodichikkanahalli,995.0,2.0,41.0,2.0
4420,Kodichikkanahalli,2700.0,7.0,125.0,5.0
4421,Kodichikkanahalli,1495.0,2.0,75.0,3.0
4422,Kodichikkanahalli,1125.0,2.0,52.0,2.0
4423,Kodichikkanahalli,1150.0,2.0,48.0,2.0
4424,Kodichikkanahalli,1070.0,2.0,43.0,2.0
4425,Kodichikkanahalli,1620.0,2.0,85.0,3.0
4427,Kodichikkanahalli,1026.0,2.0,45.0,2.0
4428,Kodichikkanahalli,2500.0,7.0,125.0,5.0
4429,Kodichikkanahalli,450.0,1.0,18.0,1.0
4430,Kodichikkanahalli,907.0,2.0,38.5,2.0
4431,Kodichikkanahalli,1181.0,2.0,57.0,2.0
4432,Kodichikkanahalli,900.0,2.0,42.0,2.0
4434,Kodichikkanahalli,1400.0,3.0,66.0,3.0
4435,Kodichikkanahalli,976.0,2.0,50.0,2.0
4436,Kodichikkanahalli,2700.0,4.0,125.0,5.0
4437,Kodichikkanahalli,1299.0,2.0,58.0,2.0
4438,Kodigehaali,1166.0,2.0,55.0,2.0
4439,Kodigehaali,1320.0,3.0,65.0,3.0
4440,Kodigehaali,1117.0,2.0,56.0,2.0
4441,Kodigehaali,1200.0,2.0,55.0,2.0
4442,Kodigehaali,1200.0,2.0,60.0,2.0
4443,Kodigehaali,2120.0,3.0,177.0,3.0
4444,Kodigehaali,1013.0,2.0,51.0,2.0
4445,Kodigehaali,1324.0,3.0,65.0,3.0
4446,Kodigehaali,965.0,2.0,38.0,2.0
4447,Kodigehaali,866.0,2.0,32.0,2.0
4448,Kodigehaali,1442.0,3.0,80.0,3.0
4449,Kodigehalli,1270.0,2.0,98.0,2.0
4450,Kodigehalli,1200.0,2.0,48.0,2.0
4451,Kodigehalli,655.0,1.0,53.0,1.0
4452,Kodigehalli,1820.0,3.0,150.0,3.0
4453,Kodigehalli,635.0,1.0,28.0,2.0
4454,Kodigehalli,1200.0,4.0,156.0,3.0
4455,Kodihalli,3252.0,5.0,335.0,4.0
4456,Kodihalli,2700.0,4.0,270.0,3.0
4457,Kodihalli,2392.0,4.0,260.0,3.0
4458,Kodihalli,2408.0,4.0,260.0,3.0
4459,Kodihalli,2500.0,4.0,260.0,3.0
4460,Kodihalli,1620.0,3.0,130.0,3.0
4461,Kodihalli,3260.0,5.0,388.0,4.0
4462,Kodihalli,3197.0,5.0,335.0,4.0
4463,Kodihalli,1490.0,2.0,150.0,2.0
4464,Kogilu,1909.0,3.0,88.0,3.0
4466,Kogilu,1170.0,2.0,51.99,2.0
4467,Kogilu,650.0,2.0,28.0,2.0
4468,Kogilu,1140.0,2.0,50.66,2.0
4469,Kogilu,1200.0,2.0,53.33,2.0
4470,Kogilu,1934.0,3.0,150.0,3.0
4471,Kogilu,540.0,1.0,36.0,1.0
4472,Kogilu,1559.0,3.0,127.0,3.0
4473,Kogilu,1190.0,2.0,50.66,2.0
4474,Kogilu,1140.0,2.0,50.66,2.0
4475,Kogilu,1559.0,3.0,120.0,3.0
4476,Kogilu,700.0,1.0,30.84,1.0
4477,Kogilu,1250.0,2.0,55.55,2.0
4478,Kogilu,1200.0,2.0,53.33,2.0
4479,Kogilu,952.0,2.0,49.0,2.0
4480,Kogilu,700.0,1.0,30.84,1.0
4481,Kogilu,1250.0,2.0,55.55,2.0
4482,Kogilu,2456.0,7.0,85.0,7.0
4483,Kogilu,1140.0,2.0,50.66,2.0
4484,Kogilu,1140.0,2.0,50.66,2.0
4485,Konanakunte,2791.0,3.0,223.0,3.0
4486,Konanakunte,884.0,1.0,58.0,2.0
4487,Konanakunte,1200.0,4.0,125.0,4.0
4488,Konanakunte,1200.0,2.0,130.0,4.0
4489,Konanakunte,2400.0,2.0,180.0,3.0
4490,Konanakunte,3746.0,6.0,375.0,4.0
4491,Konanakunte,1423.0,2.0,85.0,3.0
4492,Koramangala,1320.0,2.0,165.0,2.0
4493,Koramangala,1253.0,2.0,102.0,2.0
4494,Koramangala,1580.0,3.0,160.0,3.0
4496,Koramangala,3500.0,5.0,425.0,4.0
4497,Koramangala,1005.0,1.0,110.0,2.0
4498,Koramangala,2292.0,4.0,275.0,3.0
4500,Koramangala,1290.0,2.0,100.0,2.0
4501,Koramangala,1300.0,2.0,110.0,2.0
4503,Koramangala,1325.0,2.0,119.0,2.0
4504,Koramangala,1140.0,2.0,75.2,2.0
4505,Koramangala,1260.0,2.0,100.0,2.0
4506,Koramangala,1975.0,3.0,210.0,3.0
4507,Koramangala,1900.0,2.0,200.0,2.0
4509,Koramangala,2292.0,3.0,286.0,3.0
4510,Koramangala,2300.0,3.0,290.0,3.0
4513,Koramangala,2503.0,6.0,325.0,4.0
4515,Koramangala,1320.0,2.0,150.0,2.0
4516,Koramangala,1320.0,2.0,110.0,2.0
4517,Koramangala,5985.0,4.0,775.0,4.0
4518,Koramangala,2461.0,6.0,353.0,4.0
4520,Koramangala,2246.0,3.0,300.0,3.0
4523,Koramangala,1083.0,2.0,100.0,2.0
4524,Koramangala,1744.0,3.0,200.0,3.0
4525,Koramangala,1180.0,2.0,128.0,2.0
4526,Koramangala,1320.0,2.0,160.0,2.0
4527,Koramangala,1370.0,2.0,125.0,2.0
4528,Koramangala,1100.0,2.0,85.0,2.0
4529,Koramangala,1249.0,2.0,165.0,2.0
4530,Koramangala,1200.0,2.0,100.0,2.0
4532,Koramangala,2223.0,3.0,300.0,3.0
4533,Koramangala,1744.0,4.0,210.0,3.0
4534,Koramangala,1866.0,4.0,245.0,3.0
4535,Koramangala,1320.0,2.0,160.0,2.0
4536,Koramangala,1350.0,2.0,103.0,2.0
4537,Koramangala,6000.0,4.0,625.0,4.0
4539,Koramangala,1320.0,2.0,160.0,2.0
4540,Koramangala,1710.0,3.0,210.0,3.0
4541,Koramangala,1355.0,2.0,95.0,2.0
4542,Koramangala,1600.0,3.0,170.0,3.0
4543,Koramangala,1260.0,2.0,100.0,2.0
4546,Kothannur,1206.0,2.0,48.23,2.0
4548,Kothannur,1100.0,2.0,40.0,2.0
4549,Kothannur,1197.0,2.0,47.88,2.0
4550,Kothannur,1197.0,2.0,47.8,2.0
4551,Kothannur,1070.0,2.0,42.79,2.0
4554,Kothannur,1070.0,2.0,38.6,2.0
4555,Kothannur,1485.0,2.0,59.4,3.0
4556,Kothannur,1215.0,2.0,48.6,3.0
4557,Kothannur,1404.0,2.0,56.15,3.0
4558,Kothanur,1200.0,2.0,51.0,2.0
4559,Kothanur,2400.0,2.0,150.0,3.0
4560,Kothanur,1828.0,3.0,110.0,3.0
4561,Kothanur,1186.0,2.0,58.0,2.0
4563,Kothanur,1847.0,3.0,105.0,3.0
4565,Kothanur,9600.0,5.0,550.0,5.0
4566,Kothanur,1435.0,3.0,70.0,3.0
4567,Kothanur,1187.0,2.0,58.0,2.0
4568,Kothanur,1847.0,3.0,110.0,3.0
4569,Kothanur,1460.0,3.0,71.0,3.0
4570,Kothanur,1185.0,2.0,59.0,2.0
4571,Kothanur,1436.0,3.0,70.0,3.0
4572,Kothanur,1462.0,3.0,71.0,3.0
4573,Kothanur,1790.0,3.0,105.0,3.0
4575,Kothanur,1070.0,2.0,45.5,2.0
4577,Kothanur,1145.0,2.0,56.0,2.0
4578,Kothanur,3401.0,5.0,230.0,4.0
4579,Kothanur,1455.0,2.0,69.0,2.0
4580,Kothanur,627.0,1.0,30.0,1.0
4581,Kothanur,1302.0,2.0,68.5,2.0
4582,Kothanur,1760.0,3.0,111.0,3.0
4583,Kothanur,1185.0,2.0,58.0,2.0
4584,Kothanur,1500.0,1.0,75.0,1.0
4585,Kothanur,1075.0,2.0,53.0,2.0
4586,Kothanur,1790.0,3.0,97.0,3.0
4587,Kothanur,2700.0,4.0,175.0,4.0
4588,Kothanur,1786.0,2.0,106.0,3.0
4589,Kothanur,1787.0,3.0,107.0,3.0
4590,Kothanur,1141.0,2.0,54.0,2.0
4591,Kothanur,1760.0,3.0,110.0,3.0
4593,Kothanur,1160.0,2.0,57.0,2.0
4594,Kothanur,1095.0,2.0,55.0,2.0
4595,Kothanur,1142.0,2.0,56.0,2.0
4596,Kothanur,1074.0,2.0,54.0,2.0
4597,Kothanur,1285.0,2.0,60.0,2.0
4598,Kothanur,1075.0,2.0,53.0,2.0
4599,Kothanur,1140.0,2.0,56.0,2.0
4600,Kothanur,1400.0,2.0,70.0,2.0
4603,Kothanur,1140.0,2.0,56.0,2.0
4604,Kothanur,1787.0,3.0,120.0,3.0
4605,Kothanur,1185.0,2.0,59.0,2.0
4607,Kothanur,1790.0,3.0,105.0,3.0
4608,Kothanur,1130.0,2.0,55.0,2.0
4609,Kothanur,1094.0,2.0,54.0,2.0
4610,Kothanur,1170.0,3.0,80.0,3.0
4611,Kothanur,1400.0,2.0,65.0,2.0
4612,Kothanur,1195.0,2.0,59.0,2.0
